Roll_No,Name,Result,Attendance,Assignment_Score,Project_Marks
3689,Simran Yadav,99.0,59.44,4,21
3690,Karan Patel,61.0,77.12,3,19
3691,Sartak Gupta,50.0,87.53,7,25
3692,Rohit Sharma,,58.37,13,6
3693,Rahul Sharma,71.0,69.76,17,4
3694,Akash Verma,53.0,95.88,3,10
3695,Rohit Patel,46.0,77.03,20,0
3696,Simran Singh,40.0,74.5,11,0
3697,Raj Yadav,61.0,53.6,0,9
3698,Nobita Gupta,69.0,81.11,9,14
3699,Shichan Sharma,76.0,82.46,3,18
3700,Rohit Sharma,53.0,73.03,11,2
3701,Akash Patel,79.0,88.47,3,17
3702,Harsh Gupta,60.0,57.61,20,11
3703,Priya Gupta,63.0,62.87,2,3
3704,Kavita Singh,68.0,86.3,16,21
3705,Ritika Yadav,66.0,69.17,14,13
3706,Lalit Yadav,44.0,85.7,20,19
3707,Krishna Yadav,73.0,86.34,6,16
3708,Anjali Gupta,71.0,66.47,12,13
3709,Aman Sharma,95.0,81.64,6,1
3710,Simran Yadav,81.0,95.72,14,10
3711,Krishna Singh,40.0,79.27,16,27
3712,Anjali Yadav,81.0,74.07,5,3
3713,Karan Verma,97.0,55.12,3,6
3714,Lalit Verma,,60.74,14,7
3715,Priya Patel,97.0,87.46,8,10
3716,Prince Yadav,55.0,76.35,8,18
3717,Akash Patel,73.0,68.81,10,30
3718,Ankit Gupta,82.0,67.76,13,7
3719,Rahul Yadav,74.0,92.54,19,26
3720,Sneha Yadav,46.0,72.31,16,4
3721,Raj Singh,49.0,64.08,19,30
3722,Sahil Patel,,81.55,14,4
3723,Sartak Yadav,49.0,55.13,4,16
3724,Raj Yadav,63.0,58.79,6,5
3725,Krishna Yadav,42.0,67.8,11,13
3726,Sneha Gupta,87.0,69.47,4,22
3727,Rohit Singh,53.0,82.84,16,12
3728,Nobita Verma,98.0,89.56,14,28
3729,Rohit Yadav,69.0,74.36,10,23
3730,Sneha Patel,88.0,65.65,2,0
3731,Karan Patel,47.0,84.44,6,26
3732,Sneha Verma,57.0,67.0,20,6
3733,Priya Sharma,71.0,92.24,4,25
3734,Raj Verma,94.0,53.03,11,13
3735,Sartak Gupta,40.0,98.8,10,23
3736,Meena Singh,77.0,95.04,1,23
3737,Sartak Gupta,48.0,84.3,15,19
3738,Ankit Verma,95.0,68.17,11,25
3739,Sneha Sharma,60.0,98.87,11,17
3740,Rahul Gupta,48.0,70.27,0,29
3741,Meena Singh,98.0,69.69,1,14
3742,Sahil Patel,56.0,90.51,10,6
3743,Krishna Singh,65.0,85.02,14,6
3744,Vivek Singh,,61.25,17,22
3745,Aditya Patel,47.0,76.05,2,14
3746,Prince Verma,70.0,90.98,6,13
3747,Sneha Sharma,,70.27,8,5
3748,Sartak Yadav,56.0,78.63,6,29
3749,Simran Yadav,73.0,80.69,3,19
3750,Nobita Sharma,100.0,72.47,17,12
3751,Anjali Verma,76.0,99.67,18,26
3752,Aman Gupta,92.0,75.97,1,16
3753,Priya Patel,66.0,57.11,12,23
3754,Rahul Yadav,93.0,83.99,15,26
3755,Ritika Patel,75.0,52.25,18,16
3756,Kavita Verma,45.0,65.85,6,18
3757,Aditya Gupta,55.0,97.25,8,20
3758,Akash Patel,43.0,64.48,10,16
3759,Akash Yadav,69.0,73.97,14,25
3760,Krishna Gupta,46.0,55.19,18,2
3761,Nobita Verma,70.0,92.4,11,14
3762,Meena Patel,62.0,71.79,20,22
3763,Vivek Gupta,96.0,71.29,17,26
3764,Ankit Gupta,,67.38,0,3
3765,Simran Sharma,,68.64,20,24
3766,Lalit Yadav,79.0,85.14,20,0
3767,Karan Sharma,52.0,69.41,7,28
3768,Aditya Gupta,50.0,60.7,16,25
3769,Ritika Verma,50.0,82.08,17,10
3770,Aman Verma,50.0,60.79,3,12
3771,Aman Singh,75.0,89.43,12,1
3772,Nobita Patel,83.0,64.84,14,15
3773,Kavita Gupta,97.0,54.39,14,26
3774,Anjali Patel,69.0,66.86,0,4
3775,Harsh Gupta,86.0,73.06,20,11
3776,Lalit Patel,83.0,65.41,0,26
3777,Shichan Patel,100.0,72.91,14,12
3778,Sneha Patel,92.0,70.64,4,6
3779,Kunal Patel,90.0,75.72,7,2
3780,Vivek Verma,88.0,56.06,5,15
3781,Sneha Verma,82.0,66.27,15,23
3782,Simran Sharma,52.0,70.58,18,13
3783,Raj Sharma,52.0,69.43,0,1
3784,Raj Gupta,,84.19,5,24
3785,Kavita Sharma,82.0,71.2,19,17
3786,Krishna Gupta,71.0,82.44,17,29
3787,Krishna Gupta,41.0,84.21,11,24
3788,Sahil Singh,81.0,64.38,14,30
3789,Anjali Sharma,93.0,99.91,4,29
3790,Anjali Patel,41.0,63.73,10,9
3791,Kavita Singh,56.0,83.08,18,16
3792,Rahul Verma,57.0,76.99,2,15
3793,Karan Sharma,98.0,96.75,11,7
3794,Rohit Singh,72.0,68.54,15,0
3795,Lalit Yadav,92.0,64.86,3,3
3796,Meena Yadav,81.0,90.85,20,29
3797,Simran Verma,64.0,59.37,11,9
3798,Sartak Verma,61.0,62.1,9,7
3799,Kavita Patel,,78.1,15,10
3800,Prince Yadav,77.0,80.56,11,9
3801,Prince Verma,88.0,50.45,17,27
3802,Kunal Singh,54.0,68.43,7,11
3803,Sneha Gupta,48.0,62.51,17,9
3804,Krishna Verma,40.0,82.28,0,14
3805,Krishna Sharma,94.0,52.4,10,28
3806,Anjali Sharma,70.0,91.61,7,8
3807,Krishna Patel,43.0,90.6,12,1
3808,Sartak Singh,89.0,59.98,1,20
3809,Sneha Sharma,63.0,96.97,12,22
3810,Ankit Singh,64.0,69.58,0,12
3811,Ritika Verma,70.0,68.96,0,2
3812,Ritika Patel,84.0,99.0,16,13
3813,Sahil Sharma,56.0,79.86,13,29
3814,Kavita Verma,84.0,52.06,0,1
3815,Ankit Yadav,61.0,70.38,9,11
3816,Lalit Verma,49.0,83.14,13,21
3817,Harsh Yadav,80.0,58.0,15,11
3818,Sartak Gupta,54.0,97.69,4,1
3819,Raj Yadav,75.0,79.28,5,25
3820,Vivek Gupta,87.0,97.67,18,24
3821,Rahul Singh,50.0,84.02,1,1
3822,Sneha Verma,40.0,66.63,2,23
3823,Nobita Singh,43.0,70.45,10,4
3824,Ritika Singh,63.0,55.32,8,26
3825,Raj Singh,95.0,90.02,18,25
3826,Anjali Yadav,92.0,64.33,0,26
3827,Shichan Gupta,60.0,55.77,13,17
3828,Harsh Sharma,76.0,87.17,4,30
3829,Ritika Patel,47.0,50.71,11,1
3830,Meena Verma,90.0,54.86,11,10
3831,Rohit Patel,67.0,79.07,3,23
3832,Sahil Gupta,55.0,93.07,9,8
3833,Ankit Verma,44.0,82.77,17,17
3834,Nobita Verma,45.0,67.37,14,26
3835,Priya Patel,100.0,94.78,6,6
3836,Sahil Singh,42.0,94.43,17,19
3837,Shichan Sharma,43.0,63.26,14,4
3838,Priya Yadav,48.0,65.04,16,19
3839,Harsh Gupta,93.0,69.04,10,0
3840,Rahul Yadav,65.0,68.83,3,30
3841,Vivek Singh,74.0,61.54,9,19
3842,Ankit Singh,,77.34,2,29
3843,Sahil Patel,96.0,85.78,9,26
3844,Krishna Verma,68.0,76.09,19,28
3845,Raj Sharma,95.0,50.51,7,13
3846,Anjali Gupta,45.0,85.34,20,21
3847,Sahil Yadav,73.0,50.8,10,26
3848,Sneha Patel,98.0,79.61,1,14
3849,Aman Verma,71.0,82.1,17,30
3850,Rohit Verma,41.0,78.56,4,7
3851,Kunal Singh,59.0,90.83,2,1
3852,Meena Patel,91.0,76.53,7,13
3853,Shichan Gupta,,58.38,8,19
3854,Sartak Singh,67.0,54.34,9,9
3855,Rohit Patel,,86.22,19,11
3856,Akash Gupta,64.0,53.34,11,6
3857,Rahul Patel,70.0,76.51,8,13
3858,Nobita Patel,91.0,67.73,5,16
3859,Lalit Patel,53.0,58.08,19,26
3860,Sartak Patel,82.0,97.39,5,2
3861,Akash Patel,61.0,90.41,3,20
3862,Meena Sharma,87.0,70.14,16,19
3863,Raj Yadav,80.0,69.69,2,23
3864,Vivek Singh,63.0,80.13,9,19
3865,Shichan Singh,90.0,81.49,16,8
3866,Akash Yadav,70.0,92.58,0,19
3867,Sneha Singh,91.0,60.95,8,25
3868,Shichan Yadav,85.0,53.93,10,11
3869,Shichan Sharma,40.0,61.59,0,12
3870,Kavita Yadav,52.0,93.09,19,16
3871,Lalit Sharma,70.0,66.99,18,19
3872,Meena Patel,45.0,95.26,7,14
3873,Lalit Singh,45.0,67.19,11,11
3874,Kunal Verma,64.0,57.98,9,16
3875,Akash Sharma,67.0,89.68,18,26
3876,Sneha Verma,47.0,56.56,13,13
3877,Raj Verma,63.0,91.35,2,13
3878,Raj Verma,86.0,79.54,18,7
3879,Karan Verma,,62.08,3,6
3880,Anjali Patel,81.0,81.46,15,21
3881,Prince Singh,68.0,91.81,9,6
3882,Sartak Gupta,49.0,79.75,5,0
3883,Kavita Sharma,89.0,69.95,1,10
3884,Aditya Gupta,55.0,93.96,12,23
3885,Kunal Verma,77.0,98.99,5,19
3886,Nobita Patel,40.0,53.0,18,9
3887,Kavita Singh,82.0,78.68,2,26
3888,Vivek Singh,61.0,66.97,0,5
3889,Harsh Gupta,60.0,57.09,18,30
3890,Aman Patel,78.0,97.45,14,0
3891,Nobita Verma,58.0,62.41,2,16
3892,Meena Singh,60.0,99.37,12,23
3893,Rohit Gupta,71.0,90.37,3,15
3894,Aman Sharma,92.0,69.94,2,30
3895,Priya Patel,,82.98,3,22
3896,Meena Verma,63.0,70.75,3,11
3897,Kunal Verma,70.0,59.09,8,24
3898,Anjali Patel,65.0,82.51,18,0
3899,Priya Verma,,55.37,18,18
3900,Kunal Verma,,70.95,15,19
3901,Karan Yadav,50.0,62.61,4,7
3902,Sartak Gupta,60.0,66.87,17,5
3903,Ritika Singh,95.0,98.23,1,10
3904,Krishna Yadav,76.0,92.06,18,21
3905,Meena Patel,53.0,65.2,17,10
3906,Harsh Gupta,67.0,89.24,17,13
3907,Simran Patel,57.0,94.06,1,7
3908,Prince Singh,,59.61,15,9
3909,Akash Gupta,89.0,52.88,1,13
3910,Sartak Verma,48.0,79.4,1,14
3911,Sahil Gupta,,97.57,17,14
3912,Ritika Verma,66.0,83.67,7,3
3913,Sahil Singh,94.0,69.61,6,17
3914,Kavita Yadav,62.0,84.41,9,8
3915,Ritika Sharma,68.0,74.48,9,9
3916,Lalit Singh,86.0,94.8,8,17
3917,Krishna Singh,76.0,64.21,8,26
3918,Simran Verma,97.0,51.35,10,24
3919,Nobita Verma,70.0,63.35,17,0
3920,Sneha Verma,74.0,82.87,3,18
3921,Vivek Verma,70.0,90.74,16,27
3922,Lalit Verma,66.0,79.5,12,7
3923,Kavita Sharma,81.0,98.86,8,25
3924,Kunal Singh,78.0,73.86,3,17
3925,Priya Verma,81.0,93.29,19,20
3926,Prince Verma,62.0,87.57,17,19
3927,Shichan Patel,,65.32,19,25
3928,Aman Yadav,69.0,91.58,4,16
3929,Vivek Singh,95.0,96.65,12,10
3930,Nobita Patel,54.0,66.04,12,29
3931,Meena Verma,53.0,59.02,1,18
3932,Meena Sharma,82.0,92.56,7,8
3933,Krishna Singh,69.0,76.67,19,2
3934,Kunal Patel,85.0,80.32,10,3
3935,Nobita Yadav,68.0,50.31,17,22
3936,Harsh Patel,63.0,72.1,14,17
3937,Simran Yadav,88.0,71.18,0,8
3938,Aditya Yadav,86.0,66.91,14,9
3939,Simran Yadav,45.0,82.92,4,9
3940,Rahul Singh,83.0,72.56,19,19
3941,Raj Verma,48.0,56.44,19,25
3942,Rahul Sharma,100.0,62.68,1,21
3943,Rahul Gupta,42.0,98.93,5,8
3944,Simran Singh,88.0,81.56,7,30
3945,Sartak Sharma,49.0,82.02,5,0
3946,Lalit Sharma,94.0,88.79,18,12
3947,Kavita Yadav,72.0,61.3,17,21
3948,Kavita Verma,93.0,90.62,13,0
3949,Anjali Singh,63.0,65.74,4,24
3950,Nobita Patel,71.0,52.08,20,19
3951,Kunal Verma,73.0,55.01,9,22
3952,Kavita Yadav,100.0,57.79,19,8
3953,Sahil Sharma,96.0,99.93,16,3
3954,Simran Sharma,89.0,68.41,10,18
3955,Simran Verma,53.0,51.72,7,20
3956,Sahil Sharma,65.0,63.87,2,15
3957,Prince Gupta,54.0,54.53,10,5
3958,Aman Sharma,49.0,94.72,4,6
3959,Kavita Verma,68.0,71.52,4,11
3960,Aditya Patel,71.0,75.74,4,12
3961,Aman Patel,48.0,99.09,13,10
3962,Ritika Gupta,91.0,58.38,4,10
3963,Prince Verma,,54.64,12,15
3964,Harsh Singh,65.0,88.41,5,15
3965,Aman Verma,72.0,70.59,17,27
3966,Meena Singh,96.0,76.95,17,29
3967,Akash Singh,92.0,95.43,19,18
3968,Akash Sharma,,77.31,5,20
3969,Aman Sharma,74.0,52.28,0,1
3970,Kunal Patel,,75.64,6,12
3971,Rohit Singh,53.0,78.73,12,16
3972,Kavita Yadav,62.0,89.53,6,8
3973,Aman Sharma,43.0,96.56,10,1
3974,Prince Patel,90.0,73.64,8,23
3975,Aman Verma,89.0,56.41,13,21
3976,Shichan Patel,54.0,96.92,14,8
3977,Raj Yadav,77.0,52.13,3,4
3978,Akash Sharma,71.0,99.82,8,16
3979,Vivek Verma,44.0,98.62,3,14
3980,Raj Patel,79.0,96.83,13,28
3981,Harsh Gupta,86.0,84.36,8,23
3982,Kavita Sharma,75.0,88.54,11,9
3983,Sartak Verma,73.0,88.9,6,9
3984,Kunal Singh,68.0,87.73,11,13
3985,Lalit Yadav,92.0,78.44,10,11
3986,Rahul Gupta,41.0,96.84,20,12
3987,Simran Singh,,69.22,6,24
3988,Raj Verma,61.0,91.7,15,15
3989,Kavita Gupta,88.0,51.42,20,10
3990,Shichan Gupta,56.0,51.27,17,13
3991,Harsh Patel,47.0,85.42,10,30
3992,Anjali Yadav,44.0,65.5,8,6
3993,Anjali Verma,78.0,71.48,1,19
3994,Sneha Sharma,68.0,98.21,18,15
3995,Akash Singh,91.0,57.44,9,27
3996,Sartak Patel,77.0,55.53,7,7
3997,Prince Sharma,84.0,80.4,3,28
3998,Sneha Yadav,63.0,98.59,6,30
3999,Ritika Sharma,74.0,85.51,18,26
4000,Kavita Singh,75.0,71.24,8,16
4001,Aman Verma,51.0,81.93,8,15
4002,Anjali Singh,66.0,81.54,4,4
4003,Sartak Singh,88.0,54.12,9,18
4004,Raj Yadav,81.0,78.82,13,26
4005,Anjali Verma,,67.69,0,21
4006,Sahil Patel,64.0,62.75,10,21
4007,Aman Patel,83.0,62.33,1,11
4008,Prince Gupta,94.0,56.35,0,3
4009,Harsh Sharma,64.0,89.21,17,0
4010,Priya Gupta,84.0,91.6,10,18
4011,Kavita Patel,69.0,68.81,10,20
4012,Raj Verma,69.0,86.09,5,25
4013,Ankit Verma,79.0,52.01,12,8
4014,Kavita Singh,48.0,95.89,4,8
4015,Raj Verma,71.0,52.97,13,7
4016,Rahul Patel,80.0,63.87,5,1
4017,Vivek Gupta,53.0,97.87,7,30
4018,Karan Sharma,42.0,69.99,17,0
4019,Raj Verma,83.0,60.05,19,27
4020,Ritika Patel,59.0,94.42,16,19
4021,Kunal Verma,67.0,53.24,5,29
4022,Nobita Singh,86.0,95.82,11,21
4023,Kunal Patel,83.0,94.89,20,22
4024,Vivek Verma,53.0,65.85,5,13
4025,Simran Singh,86.0,51.48,3,27
4026,Kunal Patel,65.0,56.45,5,9
4027,Meena Singh,100.0,90.09,11,19
4028,Prince Gupta,97.0,75.21,14,1
4029,Kavita Patel,94.0,99.85,15,5
4030,Kavita Verma,55.0,57.13,3,7
4031,Shichan Singh,74.0,77.42,8,15
4032,Karan Verma,67.0,70.29,1,12
4033,Karan Verma,45.0,74.13,15,10
4034,Priya Singh,77.0,82.88,14,3
4035,Raj Verma,94.0,70.01,9,22
4036,Simran Sharma,99.0,67.51,18,28
4037,Ankit Gupta,,73.39,6,27
4038,Aman Sharma,83.0,78.86,4,21
4039,Kunal Gupta,72.0,93.96,5,1
4040,Sartak Sharma,53.0,84.05,0,0
4041,Meena Verma,95.0,63.45,13,13
4042,Akash Verma,87.0,85.5,19,4
4043,Aditya Singh,76.0,55.44,19,6
4044,Rohit Yadav,85.0,90.4,8,22
4045,Sartak Verma,92.0,63.8,9,15
4046,Aman Verma,64.0,53.94,18,13
4047,Shichan Singh,63.0,63.6,15,30
4048,Nobita Sharma,91.0,81.3,0,25
4049,Simran Patel,59.0,74.5,14,27
4050,Krishna Yadav,67.0,80.25,14,2
4051,Akash Patel,73.0,61.03,19,21
4052,Sneha Patel,86.0,75.41,11,18
4053,Raj Verma,54.0,92.91,2,26
4054,Meena Verma,52.0,83.38,10,0
4055,Lalit Patel,46.0,58.1,18,14
4056,Ritika Patel,43.0,59.06,7,1
4057,Priya Verma,97.0,62.42,1,3
4058,Anjali Singh,93.0,53.3,17,17
4059,Nobita Singh,77.0,92.23,14,8
4060,Aman Verma,52.0,90.76,10,3
4061,Shichan Yadav,44.0,97.88,15,29
4062,Prince Yadav,94.0,90.12,5,8
4063,Akash Yadav,57.0,92.14,16,4
4064,Shichan Patel,78.0,70.38,18,4
4065,Aman Yadav,91.0,70.71,18,7
4066,Kavita Gupta,50.0,61.03,1,1
4067,Prince Gupta,,52.93,19,5
4068,Akash Gupta,58.0,69.01,2,10
4069,Prince Yadav,98.0,64.29,3,26
4070,Rahul Verma,72.0,63.69,4,30
4071,Rahul Patel,99.0,96.65,2,16
4072,Rahul Singh,54.0,53.53,3,1
4073,Akash Yadav,85.0,52.95,14,14
4074,Kavita Gupta,75.0,63.83,1,19
4075,Raj Sharma,91.0,61.39,11,29
4076,Simran Yadav,90.0,56.37,2,30
4077,Prince Verma,100.0,65.68,11,6
4078,Ritika Sharma,100.0,71.35,11,16
4079,Anjali Sharma,76.0,50.7,12,20
4080,Ritika Verma,99.0,78.19,18,21
4081,Simran Singh,,79.21,6,3
4082,Rohit Patel,60.0,80.1,14,18
4083,Meena Yadav,45.0,57.33,12,24
4084,Krishna Gupta,99.0,87.9,14,8
4085,Sahil Yadav,46.0,55.12,15,10
4086,Simran Gupta,71.0,86.8,5,18
4087,Lalit Gupta,51.0,73.5,18,1
4088,Vivek Gupta,57.0,52.72,18,26
4089,Simran Verma,81.0,77.53,15,27
4090,Kavita Verma,45.0,73.48,19,9
4091,Anjali Yadav,96.0,74.14,14,6
4092,Shichan Patel,70.0,57.61,18,2
4093,Vivek Sharma,53.0,70.49,19,4
4094,Priya Patel,93.0,79.67,12,21
4095,Rahul Patel,73.0,90.75,16,19
4096,Sartak Patel,61.0,90.34,1,30
4097,Meena Yadav,64.0,74.32,6,21
4098,Akash Patel,58.0,95.32,5,5
4099,Aman Yadav,49.0,56.58,2,10
4100,Lalit Gupta,58.0,76.58,11,9
4101,Ritika Patel,,52.44,15,16
4102,Meena Verma,69.0,85.26,8,2
4103,Karan Gupta,80.0,77.41,2,13
4104,Lalit Gupta,46.0,82.41,10,1
4105,Anjali Sharma,79.0,91.18,10,16
4106,Sneha Singh,88.0,70.66,15,0
4107,Vivek Patel,90.0,99.89,7,29
4108,Kavita Patel,66.0,71.25,10,6
4109,Sneha Singh,66.0,81.32,9,5
4110,Sneha Singh,,60.58,9,27
4111,Sneha Singh,72.0,92.17,16,24
4112,Karan Gupta,57.0,54.43,0,2
4113,Priya Sharma,91.0,69.98,13,22
4114,Ritika Patel,55.0,86.52,0,11
4115,Anjali Sharma,44.0,51.06,1,22
4116,Rahul Singh,74.0,83.11,16,29
4117,Sartak Singh,,95.15,8,27
4118,Akash Gupta,51.0,70.06,16,8
4119,Ankit Singh,48.0,73.39,16,3
4120,Akash Yadav,76.0,99.53,11,20
4121,Lalit Verma,,51.41,0,30
4122,Raj Verma,59.0,87.57,13,22
4123,Vivek Verma,77.0,86.33,20,19
4124,Prince Singh,84.0,99.03,3,17
4125,Shichan Sharma,58.0,67.27,13,17
4126,Priya Gupta,77.0,52.81,1,29
4127,Ritika Gupta,90.0,61.06,14,15
4128,Krishna Patel,58.0,51.88,16,7
4129,Sartak Sharma,59.0,85.78,9,11
4130,Simran Patel,93.0,92.23,4,19
4131,Sahil Gupta,,76.37,14,5
4132,Sartak Singh,53.0,72.47,19,11
4133,Aditya Singh,40.0,51.97,3,18
4134,Simran Sharma,74.0,52.38,5,11
4135,Karan Patel,72.0,83.82,14,0
4136,Prince Sharma,54.0,50.64,17,21
4137,Ritika Verma,46.0,57.46,6,24
4138,Nobita Sharma,47.0,95.83,1,5
4139,Nobita Gupta,,62.39,10,2
4140,Harsh Gupta,50.0,71.91,19,0
4141,Shichan Verma,55.0,82.97,5,4
4142,Kavita Sharma,41.0,63.89,14,1
4143,Aman Patel,51.0,97.78,8,26
4144,Nobita Verma,43.0,82.81,16,30
4145,Prince Gupta,100.0,81.3,6,18
4146,Sahil Singh,41.0,60.9,18,25
4147,Vivek Yadav,67.0,98.86,19,5
4148,Sneha Patel,76.0,68.65,14,10
4149,Aman Sharma,91.0,58.46,18,2
4150,Meena Sharma,76.0,83.3,16,30
4151,Rahul Yadav,57.0,75.49,11,8
4152,Sahil Sharma,81.0,58.39,4,9
4153,Meena Patel,44.0,88.59,8,13
4154,Simran Patel,53.0,93.2,15,24
4155,Rahul Singh,49.0,62.16,12,21
4156,Simran Singh,77.0,92.42,18,0
4157,Simran Verma,74.0,99.47,4,27
4158,Kavita Yadav,49.0,99.02,5,3
4159,Harsh Sharma,62.0,82.85,12,13
4160,Rahul Gupta,43.0,54.6,11,21
4161,Prince Sharma,88.0,68.64,11,25
4162,Krishna Gupta,72.0,57.12,14,7
4163,Rahul Sharma,95.0,50.31,4,3
4164,Kavita Gupta,55.0,50.38,7,1
4165,Nobita Yadav,71.0,81.71,9,12
4166,Sneha Singh,56.0,90.81,11,22
4167,Meena Verma,93.0,77.84,20,16
4168,Sahil Verma,,94.23,13,18
4169,Lalit Yadav,96.0,73.09,2,21
4170,Lalit Gupta,65.0,74.66,19,23
4171,Vivek Verma,92.0,61.49,2,7
4172,Karan Singh,68.0,91.68,8,30
4173,Simran Verma,48.0,81.1,3,23
4174,Vivek Yadav,59.0,55.51,5,14
4175,Kunal Singh,41.0,73.9,13,21
4176,Akash Singh,80.0,96.79,20,30
4177,Rahul Singh,73.0,81.66,0,8
4178,Lalit Sharma,73.0,92.26,10,9
4179,Akash Patel,46.0,81.21,6,22
4180,Kavita Verma,86.0,60.25,8,30
4181,Sneha Patel,46.0,72.14,11,22
4182,Shichan Patel,82.0,94.35,20,13
4183,Rahul Gupta,96.0,52.36,8,18
4184,Kavita Gupta,95.0,77.12,19,15
4185,Nobita Patel,41.0,77.4,12,15
4186,Prince Verma,55.0,71.67,14,23
4187,Vivek Sharma,85.0,73.08,17,16
4188,Aditya Singh,43.0,96.08,16,27
4189,Lalit Patel,56.0,76.58,2,5
4190,Harsh Gupta,64.0,87.98,11,15
4191,Shichan Verma,41.0,65.82,3,3
4192,Prince Sharma,79.0,81.17,0,26
4193,Shichan Singh,95.0,98.43,13,3
4194,Krishna Yadav,46.0,68.56,10,16
4195,Aditya Singh,87.0,78.36,3,21
4196,Raj Verma,47.0,54.75,3,27
4197,Kunal Sharma,,75.8,3,6
4198,Raj Verma,48.0,99.1,8,23
4199,Priya Sharma,95.0,58.2,4,19
4200,Sneha Sharma,91.0,82.52,20,21
4201,Sahil Verma,58.0,77.3,10,27
4202,Nobita Sharma,51.0,63.51,19,19
4203,Anjali Yadav,66.0,67.54,13,25
4204,Nobita Patel,86.0,95.5,17,3
4205,Akash Patel,54.0,89.57,2,7
4206,Rahul Verma,80.0,77.27,17,2
4207,Priya Sharma,65.0,85.62,1,6
4208,Krishna Patel,79.0,74.17,18,10
4209,Meena Verma,99.0,97.67,14,15
4210,Anjali Yadav,93.0,72.12,6,10
4211,Akash Patel,60.0,69.22,9,5
4212,Aditya Verma,44.0,71.04,11,29
4213,Prince Yadav,,69.13,18,11
4214,Krishna Patel,47.0,94.43,15,20
4215,Priya Gupta,67.0,95.61,19,5
4216,Lalit Singh,88.0,65.26,6,10
4217,Lalit Patel,61.0,87.24,15,27
4218,Lalit Verma,54.0,72.78,10,14
4219,Priya Singh,84.0,96.29,4,4
4220,Prince Patel,87.0,61.51,18,26
4221,Lalit Verma,95.0,69.81,20,16
4222,Lalit Verma,71.0,59.13,19,7
4223,Shichan Singh,,62.31,3,9
4224,Kavita Singh,84.0,81.12,2,2
4225,Aditya Verma,59.0,84.16,10,18
4226,Simran Singh,50.0,67.53,6,25
4227,Priya Patel,91.0,60.98,0,17
4228,Aditya Sharma,86.0,85.29,20,7
4229,Raj Verma,47.0,91.06,8,28
4230,Lalit Singh,,82.61,16,8
4231,Meena Gupta,76.0,86.26,5,28
4232,Lalit Singh,60.0,92.21,15,23
4233,Lalit Yadav,42.0,83.28,12,24
4234,Rohit Gupta,46.0,55.85,2,17
4235,Sartak Verma,83.0,65.94,14,27
4236,Ritika Verma,44.0,72.85,12,18
4237,Sahil Gupta,59.0,64.12,19,12
4238,Lalit Patel,83.0,73.5,7,4
4239,Sartak Verma,97.0,93.37,13,20
4240,Aman Patel,,59.53,17,21
4241,Sartak Patel,43.0,90.7,8,28
4242,Ankit Patel,63.0,57.52,6,21
4243,Rohit Sharma,84.0,58.05,2,26
4244,Aman Gupta,63.0,77.25,2,7
4245,Meena Patel,47.0,93.06,4,25
4246,Vivek Patel,99.0,91.68,11,11
4247,Krishna Verma,89.0,59.62,13,30
4248,Harsh Yadav,42.0,66.8,19,18
4249,Lalit Yadav,,52.24,11,0
4250,Sneha Yadav,40.0,91.49,1,28
4251,Ankit Sharma,80.0,59.04,15,23
4252,Aman Patel,83.0,52.44,13,6
4253,Ankit Singh,97.0,83.06,19,25
4254,Akash Gupta,69.0,62.89,1,9
4255,Harsh Verma,48.0,95.55,13,15
4256,Vivek Patel,68.0,93.33,7,9
4257,Simran Gupta,,86.61,9,9
4258,Anjali Verma,72.0,52.64,19,24
4259,Rahul Yadav,88.0,77.37,15,18
4260,Vivek Gupta,,97.81,7,26
4261,Karan Verma,45.0,86.37,5,14
4262,Krishna Yadav,71.0,97.87,2,8
4263,Kunal Gupta,,62.51,7,20
4264,Prince Sharma,100.0,69.05,16,20
4265,Priya Patel,58.0,72.08,3,29
4266,Kavita Sharma,57.0,94.66,20,18
4267,Anjali Yadav,99.0,67.82,17,21
4268,Sartak Patel,43.0,84.01,17,16
4269,Prince Sharma,60.0,73.23,13,30
4270,Kavita Singh,74.0,85.58,5,14
4271,Aditya Verma,67.0,78.41,6,24
4272,Prince Gupta,65.0,73.94,0,9
4273,Prince Verma,86.0,68.66,4,25
4274,Simran Singh,97.0,63.47,2,26
4275,Ritika Sharma,100.0,97.87,17,7
4276,Lalit Yadav,84.0,94.41,2,12
4277,Vivek Yadav,77.0,56.79,0,12
4278,Shichan Verma,46.0,51.05,13,28
4279,Krishna Verma,92.0,66.24,7,12
4280,Sahil Patel,51.0,52.52,7,9
4281,Kavita Verma,72.0,77.58,20,30
4282,Kavita Verma,98.0,91.54,3,5
4283,Sartak Patel,57.0,99.22,8,22
4284,Aditya Verma,92.0,53.54,15,27
4285,Rohit Yadav,83.0,78.89,5,3
4286,Prince Gupta,43.0,62.21,11,29
4287,Aditya Sharma,88.0,77.97,18,11
4288,Ankit Sharma,45.0,53.21,6,12
4289,Rahul Yadav,56.0,53.27,12,20
4290,Krishna Verma,86.0,91.54,14,27
4291,Anjali Singh,84.0,71.91,8,18
4292,Shichan Verma,77.0,75.03,19,19
4293,Rohit Singh,44.0,78.54,12,25
4294,Sneha Patel,87.0,90.2,14,29
4295,Nobita Singh,62.0,65.3,9,7
4296,Sneha Singh,43.0,78.21,9,21
4297,Lalit Patel,44.0,71.82,15,28
4298,Kavita Patel,41.0,50.47,2,30
